company,latest_exit_date,deal_type,hq_location,normalized_company,founding_date,date_basis,source,confidence,score,status,wikidata_id,wikidata_label,notes
Scouted,31-Jan-2021,Merger/Acquisition,"""New York, NY""",scouted,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
ScPharmaceuticals,07-Oct-2025,Merger/Acquisition,"""Burlington, MA""",scpharmaceuticals,2013,operating_founding,Wikidata,LOW,45,REVIEW,Q30269296,scPharmaceuticals (United States),"hq=united states; desc=company in Boston, United States"
Screambox,11-Feb-2021,Merger/Acquisition,"""Los Angeles, CA""",screambox,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
SCRIPTS,29-Nov-2022,Merger/Acquisition,"""Seattle, WA""",scripts,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Scynce LED,01-Mar-2023,Merger/Acquisition,"""Mesa, AZ""",scynce led,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
SEA Electric,05-Apr-2024,Merger/Acquisition,"""Torrance, CA""",sea electric,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Seagems,12-Jan-2024,Merger/Acquisition,"""Ellings�y, Norway""",seagems,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
SeaStar Medical (NAS: ICU),28-Oct-2022,Reverse Merger,"""Denver, CO""",seastar medical,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Seclab,18-Jan-2024,Merger/Acquisition,"""Montpellier, France""",seclab,,,Wikidata,NONE,70,NO_MATCH,Q131123446,SecLab,hq=france; desc=scientific article published on 09 September 2016
Second Spectrum,06-May-2021,Merger/Acquisition,"""Los Angeles, CA""",second spectrum,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
SecureAppbox,05-Feb-2024,Merger/Acquisition,"""Stockholm, Sweden""",secureappbox,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
SecureCircle,29-Nov-2021,Merger/Acquisition,"""Santa Clara, CA""",securecircle,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
SecurionPay,29-Sep-2022,Merger/Acquisition,"""Wollerau, Switzerland""",securionpay,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
SecurityAdvisor,01-Nov-2021,Merger/Acquisition,"""Sunnyvale, CA""",securityadvisor,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Securrency,19-Oct-2023,Merger/Acquisition,"""Jersey City, NJ""",securrency,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Sedona Systems,22-Jun-2021,Merger/Acquisition,"""Palo Alto, CA""",sedona systems,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
SeedInvest,05-May-2023,Merger/Acquisition,"""New York, NY""",seedinvest,2011-00-00,operating_founding,Wikidata,MEDIUM,70,REVIEW,Q18356597,SeedInvest,hq=united states; desc=equity crowdfunding company
SeeQuestor,16-Jan-2023,Merger/Acquisition,"""London, United Kingdom""",seequestor,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Segmint,25-Apr-2022,Merger/Acquisition,"""Cuyahoga Falls, OH""",segmint,,,Wikidata,NONE,0,NO_MATCH,Q2767147,segmental arch,hq=united states; aliases=Segmental arch; desc=type of arch with a circular arc of less than 180 degrees
Sehteq,01-Oct-2021,Merger/Acquisition,"""Des Moines, IA""",sehteq,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Selina Hospitality (PINX: SLNAF),27-Oct-2022,Reverse Merger,"""London, United Kingdom""",selina hospitality,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Selinko,16-Oct-2024,Buyout/LBO,"""Namur, Belgium""",selinko,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Sellics,19-Apr-2022,Merger/Acquisition,"""New York, NY""",sellics,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
SemiCab,03-Jul-2024,Merger/Acquisition,"""Atlanta, GA""",semicab,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Semler Scientific,16-Jan-2026,Merger/Acquisition,"""Campbell, CA""",semler scientific,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
semvox,01-Jun-2023,Merger/Acquisition,"""Kirkel, Germany""",semvox,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Sendwave,16-Feb-2021,Merger/Acquisition,"""Boston, MA""",sendwave,2011-00-00,operating_founding,Wikidata,MEDIUM,70,REVIEW,Q110989838,Sendwave,hq=united states; desc=money transfer company
Seneco,08-Apr-2021,Merger/Acquisition,"""Hasselager, Denmark""",seneco,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Seniorly,31-Oct-2025,Merger/Acquisition,"""San Francisco, CA""",seniorly,2014-00-00,operating_founding,Wikidata,MEDIUM,70,REVIEW,Q64590687,Seniorly,hq=united states; desc=Senior living search marketplace
Sense Photonics,22-Oct-2021,Merger/Acquisition,"""Durham, NC""",sense photonics,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
senseFly,18-Oct-2021,Merger/Acquisition,"""Lausanne, Switzerland""",sensefly,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
SenseHawk,01-Sep-2022,Merger/Acquisition,"""Campbell, CA""",sensehawk,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Sensi (Machinery (B2B)),14-Aug-2024,Merger/Acquisition,"""Dublin, Ireland""",sensi (machinery (b2b)),,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Sensibill,03-Oct-2022,Merger/Acquisition,"""Toronto, Canada""",sensibill,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Sensu,10-Jun-2021,Merger/Acquisition,"""Redwood City, CA""",sensu,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Sentenial,30-Sep-2021,Merger/Acquisition,"""Maynooth, Ireland""",sentenial,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Senti Bio (NAS: SNTI),08-Jun-2022,Reverse Merger,"""South San Francisco, CA""",senti bio,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Sentian.AI,21-Nov-2023,Merger/Acquisition,"""Malmo, Sweden""",sentianai,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Sentieo,11-May-2022,Merger/Acquisition,"""San Francisco, CA""",sentieo,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Sentil,23-Oct-2024,Merger/Acquisition,"""Peralta, Spain""",sentil,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Sentinum,01-May-2023,Merger/Acquisition,"""F�rth, Germany""",sentinum,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Sentric Music,29-Mar-2023,Merger/Acquisition,"""Liverpool, United Kingdom""",sentric music,2006-00-00,operating_founding,Wikidata,MEDIUM,70,REVIEW,Q7451381,Sentric Music,hq=united kingdom; desc=British independent music publisher
Sentronics Metrology,03-Feb-2025,Merger/Acquisition,"""Mannheim, Germany""",sentronics metrology,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Septerna (NAS: SEPN),25-Oct-2024,IPO,"""South San Francisco, CA""",septerna,,,Wikidata,NONE,0,NO_MATCH,Q4024080,Nacrene City,hq=united states; desc=city in the Pokémon universe
SeQure DX,29-Jan-2025,Merger/Acquisition,"""Waltham, MA""",sequre dx,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Sera Prognostics (NAS: SERA),15-Jul-2021,IPO,"""Salt Lake City, UT""",sera prognostics,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Serenity Pharmaceuticals,07-Mar-2022,Merger/Acquisition,"""Milford, PA""",serenity pharmaceuticals,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Serina Therapeutics (ASE: SER),26-Mar-2024,Reverse Merger,"""Huntsville, AL""",serina therapeutics,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
ServiceTitan (NAS: TTAN),12-Dec-2024,IPO,"""Glendale, CA""",servicetitan,,,Wikidata,NONE,70,NO_MATCH,Q102229056,ServiceTitan,hq=united states; desc=Software company
SES AI (NYS: SES),03-Feb-2022,Reverse Merger,"""Woburn, MA""",ses ai,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Sexton Biotechnologies,01-Sep-2021,Merger/Acquisition,"""Indianapolis, IN""",sexton biotechnologies,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Shapeways Holdings (PINX: SHPWQ),29-Sep-2021,Reverse Merger,"""New York, NY""",shapeways,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Shareablee,16-Dec-2021,Merger/Acquisition,"""New York, NY""",shareablee,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Sharedo,13-Mar-2025,Merger/Acquisition,"""Cheshire, United Kingdom""",sharedo,,,Wikidata,NONE,45,NO_MATCH,Q114077406,SharedObject,hq=united kingdom; desc=Bioconductor project
Sharktower,18-Feb-2022,Merger/Acquisition,"""Edinburgh, United Kingdom""",sharktower,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Sharp Reflections,12-Nov-2024,Merger/Acquisition,"""Stavanger, Norway""",sharp reflections,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
SharpLink (Entertainment Software) (NAS: SBET),27-Jul-2021,Reverse Merger,"""Minneapolis, MN""",sharplink (entertainment software),,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Sharps Technology (NAS: STSS),14-Apr-2022,IPO,"""New York, NY""",sharps technology,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
She Beverage Company,11-Dec-2022,Merger/Acquisition,"""Lancaster, CA""",she beverage,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Sheerluxe,22-Jan-2026,Merger/Acquisition,"""London, United Kingdom""",sheerluxe,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Sherlock Biosciences,19-Dec-2024,Merger/Acquisition,"""Watertown, MA""",sherlock biosciences,,,Wikidata,NONE,70,NO_MATCH,Q107185274,Sherlock Biosciences,hq=united states; desc=American biotechnology company
ShieldX,10-Mar-2021,Merger/Acquisition,"""San Jose, CA""",shieldx,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
ShiftRight (Business/Productivity Software),17-Jun-2022,Merger/Acquisition,"""San Jose, CA""",shiftright (business/productivity software),,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Shipsta,19-Aug-2024,Merger/Acquisition,"""Mertert, Luxembourg""",shipsta,,,Wikidata,NONE,45,NO_MATCH,Q131382287,Shipstar,hq=luxembourg; desc=2014 novel by Gregory Benford and Larry Niven
ShockWave Medical,31-May-2024,Merger/Acquisition,"""Santa Clara, CA""",shockwave medical,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Shopbrain,01-Jul-2021,Merger/Acquisition,"""Dublin, Ireland""",shopbrain,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Shoplo,17-Aug-2021,Merger/Acquisition,"""Krakow, Poland""",shoplo,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Shoreline.io,01-Jul-2024,Merger/Acquisition,"""Redwood City, CA""",shorelineio,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Shoulder Innovations (NYS: SI),31-Jul-2025,IPO,"""Holland, MI""",shoulder innovations,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Shuttle Pharmaceuticals (NAS: SHPH),31-Aug-2022,IPO,"""Gaithersburg, MD""",shuttle pharmaceuticals,2012,operating_founding,Wikidata,LOW,45,REVIEW,Q64142594,Shuttle Pharmaceuticals (United States),"hq=united states; desc=company in Rockville, United States"
SICK MOBILISIS,01-Jan-2022,Merger/Acquisition,"""Varazdin, Croatia""",sick mobilisis,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Sideqik,02-Jul-2021,Merger/Acquisition,"""Atlanta, GA""",sideqik,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Sidertia,28-Jun-2022,Merger/Acquisition,"""Madrid, Spain""",sidertia,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Sidus Space (NAS: SIDU),14-Dec-2021,IPO,"""Merritt Island, FL""",sidus space,,,Wikidata,NONE,70,NO_MATCH,Q124036729,Sidus Space,hq=united states; aliases=Craig Technologies Aerospace Solutions; desc=American space company
Siemplify,05-Jan-2022,Merger/Acquisition,"""New York, NY""",siemplify,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Sientra,24-Apr-2024,Merger/Acquisition,"""Irvine, CA""",sientra,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Sierra Oncology,01-Jul-2022,Merger/Acquisition,"""San Mateo, CA""",sierra oncology,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Siete Family Foods,17-Jan-2025,Merger/Acquisition,"""Austin, TX""",siete family foods,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Sight Sciences (NAS: SGHT),15-Jul-2021,IPO,"""Menlo Park, CA""",sight sciences,,,Wikidata,NONE,70,NO_MATCH,Q138514609,"SIGHT SCIENCES, INC.",hq=united states
SightPlan,22-Mar-2022,Merger/Acquisition,"""Orlando, FL""",sightplan,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Sigi (Therapeutic Devices),23-Jan-2023,Merger/Acquisition,"""St-Sulpice, Switzerland""",sigi (therapeutic devices),,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Sigilon Therapeutics,11-Aug-2023,Merger/Acquisition,"""Cambridge, MA""",sigilon therapeutics,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Sigmastocks,20-Dec-2024,Merger/Acquisition,"""Gothenburg, Sweden""",sigmastocks,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Signalbox,11-Jul-2023,Merger/Acquisition,"""London, United Kingdom""",signalbox,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Signing Day Sports (ASE: SGN),14-Nov-2023,IPO,"""Scottsdale, AZ""",signing day sports,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Siklu,04-Dec-2023,Merger/Acquisition,"""Irvine, CA""",siklu,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Silicon Radar,21-Feb-2023,Merger/Acquisition,"""Frankfurt, Germany""",silicon radar,,,Wikidata,NONE,45,NO_MATCH,Q30291780,Silicon Radar (Germany),"hq=germany; desc=company in Frankfurt (Oder), Germany"
Silk Road Medical,17-Sep-2024,Merger/Acquisition,"""Sunnyvale, CA""",silk road medical,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
SilverCloud Health,28-Jul-2021,Merger/Acquisition,"""Boston, MA""",silvercloud health,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
SimAnalytics,25-Jan-2023,Merger/Acquisition,"""Helsinki, Finland""",simanalytics,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
SimilarWeb (NYS: SMWB),13-May-2021,IPO,"""New York, NY""",similarweb,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Simple Mills,21-Feb-2025,Merger/Acquisition,"""Chicago, IL""",simple mills,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
SimpleBet,03-Dec-2024,Merger/Acquisition,"""New York, NY""",simplebet,2018-00-00,operating_founding,Wikidata,MEDIUM,70,REVIEW,Q99363522,Simplebet,hq=united states; aliases=simple bet; desc=Software company
SimpleNexus,07-Jan-2022,Merger/Acquisition,"""Lehi, UT""",simplenexus,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Simpliconnect,01-Jan-2023,Merger/Acquisition,"""Bloomington, MN""",simpliconnect,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Simpo,04-Oct-2021,Merger/Acquisition,"""San Francisco, CA""",simpo,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Simumatik,21-Oct-2024,Merger/Acquisition,"""Skovde, Sweden""",simumatik,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Sinch Engage-EMEA,01-Nov-2021,Merger/Acquisition,"""Munich, Germany""",sinch engage-emea,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Sinergise,04-Aug-2023,Merger/Acquisition,"""Ljubljana, Slovenia""",sinergise,2008-00-00,operating_founding,Wikidata,MEDIUM,70,REVIEW,Q109408151,Sinergise,"hq=slovenia; desc=Slovenian company, owned by Planet Labs"
Singular (Sliema),10-Sep-2021,Merger/Acquisition,"""Sliema, Malta""",singular (sliema),,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Singular Key,27-Sep-2021,Merger/Acquisition,"""Cupertino, CA""",singular key,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Singularity 6,02-Jul-2024,Merger/Acquisition,"""Los Angeles, CA""",singularity 6,,,Wikidata,NONE,70,NO_MATCH,Q139379157,Singularity 6,hq=united states; desc=American video game developer and publisher
Sionna Therapeutics (NAS: SION),06-Feb-2025,IPO,"""Waltham, MA""",sionna therapeutics,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Sirnaomics (HKG: 02257),29-Dec-2021,IPO,"""Gaithersburg, MD""",sirnaomics,,,Wikidata,NONE,45,NO_MATCH,Q30283632,Sirnaomics (United States),"hq=united states; desc=company in Gaithersburg, United States"
SiteOne Therapeutics,07-Aug-2025,Merger/Acquisition,"""South San Francisco, CA""",siteone therapeutics,,,Wikidata,NONE,45,NO_MATCH,Q30291851,SiteOne Therapeutics (United States),"hq=united states; desc=company in San Francisco, United States"
Siva Therapeutics,23-Mar-2023,Merger/Acquisition,"""Austin, TX""",siva therapeutics,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Six to Start,01-Jul-2021,Merger/Acquisition,"""Brighton, United Kingdom""",six to start,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Sixense Enterprises,01-Oct-2021,Merger/Acquisition,"""Los Gatos, CA""",sixense enterprises,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
SkandiaEnergi (OSL: SKAND),22-Feb-2021,IPO,"""Kristiansand, Norway""",skandiaenergi,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Skedify,08-Nov-2021,Merger/Acquisition,"""Gent, Belgium""",skedify,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Skolon (STO: SKOLON),17-May-2022,IPO,"""Karlshamn, Sweden""",skolon,,,Wikidata,NONE,70,NO_MATCH,Q31533494,Skolon,hq=sweden; desc=mountain in Norway
Skriware,19-Dec-2023,Merger/Acquisition,"""Warsaw, Poland""",skriware,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Sky Harbour Group (NYS: SKYH),15-Nov-2021,Reverse Merger,"""White Plains, NY""",sky harbour,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Sky Sapience,01-Mar-2021,Merger/Acquisition,"""Beverly Hills, CA""",sky sapience,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Skylar,29-Dec-2022,Merger/Acquisition,"""Beaverton, OR""",skylar,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Skyrise.Tech,14-Jun-2021,Merger/Acquisition,"""Katowice, Poland""",skyrisetech,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Skytap,26-Apr-2024,Merger/Acquisition,"""Seattle, WA""",skytap,2006-00-00,operating_founding,Wikidata,HIGH,90,LIKELY_MATCH,Q16950076,Skytap,"hq=united states; aliases=Skytap, Inc.; desc=American cloud computing company"
Slack,21-Jul-2021,Merger/Acquisition,"""San Francisco, CA""",slack,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Slide Insurance (NAS: SLDE),18-Jun-2025,IPO,"""Tampa, FL""",slide insurance,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Smaato,01-Sep-2021,Merger/Acquisition,"""New York, NY""",smaato,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Small Pharma,23-Oct-2023,Merger/Acquisition,"""London, United Kingdom""",small pharma,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Smallab Learning,18-Nov-2021,Merger/Acquisition,"""Cary, NC""",smallab learning,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Smart Immune,01-Jul-2025,Merger/Acquisition,"""Paris, France""",smart immune,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Smart Organic (XBUL: SO),03-Dec-2021,IPO,"""Sofia, Bulgaria""",smart organic,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Smart Valor,10-Feb-2022,IPO,"""Vaduz, Liechtenstein""",smart valor,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
SmartAxiom,13-Mar-2021,Merger/Acquisition,"""Irvine, CA""",smartaxiom,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
SmartCV (Business/Productivity Software),09-May-2023,Merger/Acquisition,"""Athens, Greece""",smartcv (business/productivity software),,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
SmartEquip,02-Nov-2021,Merger/Acquisition,"""Norwalk, CT""",smartequip,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Smartlytics Consultancy,12-Jan-2023,Merger/Acquisition,"""Coventry, United Kingdom""",smartlytics consultancy,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
SmartRent (NYS: SMRT),24-Aug-2021,Reverse Merger,"""Scottsdale, AZ""",smartrent,,,Wikidata,NONE,45,NO_MATCH,Q111871840,SmartRental Collection Gran Via Centric,"hq=united states; desc=hotel in Madrid, Spain"
SmartWitness,19-Nov-2021,Merger/Acquisition,"""Croydon, United Kingdom""",smartwitness,,,Wikidata,NONE,45,NO_MATCH,Q130875108,SmartWitness: A Proactive Software Transparency System using Smart Contracts,hq=united kingdom; desc=scientific article published on 06 October 2020
Smoking Gun Interactive,05-Oct-2022,Merger/Acquisition,"""Vancouver, Canada""",smoking gun interactive,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
SnapMed,24-Jan-2022,Merger/Acquisition,"""Sandnes, Norway""",snapmed,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
SnapSupport,15-Jun-2021,Merger/Acquisition,"""Sunnyvale, CA""",snapsupport,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Snow Lake Resources (NAS: LITM),19-Nov-2021,IPO,"""Winnipeg, Canada""",snow lake resources,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Snowe,14-Dec-2022,Merger/Acquisition,"""New York, NY""",snowe,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Snowprint Studios,05-Oct-2023,Merger/Acquisition,"""Stockholm, Sweden""",snowprint studios,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Socati,22-Mar-2021,Merger/Acquisition,"""Austin, TX""",socati,,,Wikidata,NONE,0,NO_MATCH,Q107248455,Socațiu,hq=united states; desc=family name
Social Chain (Media and Information Services (B2B)),19-Oct-2021,Merger/Acquisition,"""Manchester, United Kingdom""",social chain (media and information services (b2b)),,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
